Candidate_ID,Full_Name,Gender,Demographic_Cohort,Requisition_ID,Applied_Date,Source_Channel,Current_Stage,Disposition_Reason,Resume_Screen_Score,Phone_Screen_Score,Work_Sample_Score,Structured_Interview_Score,Job_Knowledge_Score,Composite_Score,Subjective_Impression_Score,Bias_Variance_Gap,Offer_Extended,Offer_Accepted,Hired_Date
CAND-2026-1634,Synthetic Candidate 1634,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1635,Synthetic Candidate 1635,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1636,Synthetic Candidate 1636,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1637,Synthetic Candidate 1637,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1638,Synthetic Candidate 1638,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1639,Synthetic Candidate 1639,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1640,Synthetic Candidate 1640,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1641,Synthetic Candidate 1641,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1642,Synthetic Candidate 1642,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1643,Synthetic Candidate 1643,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1644,Synthetic Candidate 1644,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1645,Synthetic Candidate 1645,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1646,Synthetic Candidate 1646,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1647,Synthetic Candidate 1647,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1648,Synthetic Candidate 1648,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1649,Synthetic Candidate 1649,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1650,Synthetic Candidate 1650,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1651,Synthetic Candidate 1651,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1652,Synthetic Candidate 1652,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1653,Synthetic Candidate 1653,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1654,Synthetic Candidate 1654,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1655,Synthetic Candidate 1655,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1656,Synthetic Candidate 1656,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1657,Synthetic Candidate 1657,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1658,Synthetic Candidate 1658,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1659,Synthetic Candidate 1659,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1660,Synthetic Candidate 1660,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1661,Synthetic Candidate 1661,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1662,Synthetic Candidate 1662,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1663,Synthetic Candidate 1663,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1664,Synthetic Candidate 1664,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1665,Synthetic Candidate 1665,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1666,Synthetic Candidate 1666,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1667,Synthetic Candidate 1667,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1668,Synthetic Candidate 1668,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1669,Synthetic Candidate 1669,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1670,Synthetic Candidate 1670,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1671,Synthetic Candidate 1671,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1672,Synthetic Candidate 1672,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1673,Synthetic Candidate 1673,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1674,Synthetic Candidate 1674,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1675,Synthetic Candidate 1675,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1676,Synthetic Candidate 1676,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1677,Synthetic Candidate 1677,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1678,Synthetic Candidate 1678,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1679,Synthetic Candidate 1679,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1680,Synthetic Candidate 1680,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1681,Synthetic Candidate 1681,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1682,Synthetic Candidate 1682,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1683,Synthetic Candidate 1683,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1684,Synthetic Candidate 1684,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1685,Synthetic Candidate 1685,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1686,Synthetic Candidate 1686,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1687,Synthetic Candidate 1687,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1688,Synthetic Candidate 1688,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1689,Synthetic Candidate 1689,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1690,Synthetic Candidate 1690,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1691,Synthetic Candidate 1691,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1692,Synthetic Candidate 1692,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1693,Synthetic Candidate 1693,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1694,Synthetic Candidate 1694,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1695,Synthetic Candidate 1695,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1696,Synthetic Candidate 1696,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1697,Synthetic Candidate 1697,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1698,Synthetic Candidate 1698,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1699,Synthetic Candidate 1699,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1700,Synthetic Candidate 1700,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1701,Synthetic Candidate 1701,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1702,Synthetic Candidate 1702,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1703,Synthetic Candidate 1703,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1704,Synthetic Candidate 1704,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1705,Synthetic Candidate 1705,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1706,Synthetic Candidate 1706,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1707,Synthetic Candidate 1707,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1708,Synthetic Candidate 1708,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1709,Synthetic Candidate 1709,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1710,Synthetic Candidate 1710,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1711,Synthetic Candidate 1711,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1712,Synthetic Candidate 1712,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1713,Synthetic Candidate 1713,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1714,Synthetic Candidate 1714,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1715,Synthetic Candidate 1715,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1716,Synthetic Candidate 1716,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1717,Synthetic Candidate 1717,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1718,Synthetic Candidate 1718,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1719,Synthetic Candidate 1719,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1720,Synthetic Candidate 1720,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1721,Synthetic Candidate 1721,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1722,Synthetic Candidate 1722,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1723,Synthetic Candidate 1723,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1724,Synthetic Candidate 1724,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1725,Synthetic Candidate 1725,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1726,Synthetic Candidate 1726,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1727,Synthetic Candidate 1727,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1728,Synthetic Candidate 1728,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1729,Synthetic Candidate 1729,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1730,Synthetic Candidate 1730,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1731,Synthetic Candidate 1731,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1732,Synthetic Candidate 1732,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1733,Synthetic Candidate 1733,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1734,Synthetic Candidate 1734,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1735,Synthetic Candidate 1735,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1736,Synthetic Candidate 1736,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1737,Synthetic Candidate 1737,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1738,Synthetic Candidate 1738,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1739,Synthetic Candidate 1739,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1740,Synthetic Candidate 1740,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1741,Synthetic Candidate 1741,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1742,Synthetic Candidate 1742,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1743,Synthetic Candidate 1743,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1744,Synthetic Candidate 1744,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1745,Synthetic Candidate 1745,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1746,Synthetic Candidate 1746,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1747,Synthetic Candidate 1747,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1748,Synthetic Candidate 1748,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1749,Synthetic Candidate 1749,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1750,Synthetic Candidate 1750,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1751,Synthetic Candidate 1751,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1752,Synthetic Candidate 1752,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1753,Synthetic Candidate 1753,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1754,Synthetic Candidate 1754,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1755,Synthetic Candidate 1755,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1756,Synthetic Candidate 1756,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1757,Synthetic Candidate 1757,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1758,Synthetic Candidate 1758,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1759,Synthetic Candidate 1759,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1760,Synthetic Candidate 1760,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1761,Synthetic Candidate 1761,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-1762,Synthetic Candidate 1762,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1763,Synthetic Candidate 1763,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-1764,Synthetic Candidate 1764,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-1765,Synthetic Candidate 1765,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1766,Synthetic Candidate 1766,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-1767,Synthetic Candidate 1767,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-1768,Synthetic Candidate 1768,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-1769,Synthetic Candidate 1769,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1770,Synthetic Candidate 1770,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1771,Synthetic Candidate 1771,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-1772,Synthetic Candidate 1772,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-1773,Synthetic Candidate 1773,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
