Employee_ID,Department,Job_Family,Job_Level,Location,Gender,Workforce_Category,Employment_Type,Hire_Date,Exit_Date,Employment_Status,Monthly_Salary_AED,Band_Mid_AED,Compa_Ratio,Performance_Rating,Engagement_Score,Training_Hours_YTD,Absence_Days_YTD,Critical_Role,Regrettable_Exit
UAE-SYN-0369,Customer Experience,Customer Experience,L4,Dubai,Man,International,Permanent,2023-11-21,2026-07-27,Exited,21300,24100,0.884,3,83,14,7,Yes,Yes
UAE-SYN-0370,Finance,Finance,L2,Dubai,Man,International,Permanent,2022-06-08,,Active,12700,14300,0.888,5,54,12,7,No,
UAE-SYN-0371,Technology,Technology,L1,Sharjah,Man,International,Permanent,2019-12-22,,Active,10900,11500,0.948,4,75,52,6,No,
UAE-SYN-0372,Sales,Commercial,L2,Dubai,Man,International,Fixed-term,2018-03-27,,Active,13300,12700,1.047,3,75,24,10,No,
UAE-SYN-0373,People & Culture,People & Culture,L2,Abu Dhabi,Woman,International,Permanent,2021-09-09,,Active,12800,13000,0.985,3,67,38,8,No,
UAE-SYN-0374,Finance,Finance,L2,Abu Dhabi,Woman,International,Permanent,2025-06-23,,Active,14900,14300,1.042,3,75,12,6,No,
UAE-SYN-0375,Sales,Commercial,L3,Abu Dhabi,Man,International,Permanent,2017-10-16,,Active,19100,19300,0.99,4,79,29,4,No,
UAE-SYN-0376,Operations,Operations,L3,Dubai,Woman,International,Permanent,2021-07-07,2025-02-19,Exited,16100,16900,0.953,3,80,17,9,No,No
UAE-SYN-0377,People & Culture,People & Culture,L1,Dubai,Man,International,Permanent,2019-12-01,,Active,8900,8400,1.06,2,74,45,8,No,
UAE-SYN-0378,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Fixed-term,2024-11-09,,Active,9800,10500,0.933,4,77,9,10,No,
UAE-SYN-0379,Operations,Operations,L1,Dubai,Woman,International,Permanent,2025-08-25,,Active,7800,7200,1.083,5,83,18,4,No,
UAE-SYN-0380,Technology,Technology,L2,Dubai,Woman,International,Fixed-term,2017-10-10,,Active,16600,17800,0.933,3,82,30,4,No,
UAE-SYN-0381,Finance,Finance,L2,Dubai,Woman,International,Permanent,2025-10-02,,Active,13600,14300,0.951,3,63,46,11,No,
UAE-SYN-0382,Operations,Operations,L4,Sharjah,Man,International,Fixed-term,2022-04-07,2026-06-17,Exited,24400,25600,0.953,3,84,43,4,No,No
UAE-SYN-0383,Sales,Commercial,L2,Dubai,Woman,UAE National,Fixed-term,2026-01-25,,Active,10300,12700,0.811,2,84,32,4,No,
UAE-SYN-0384,Operations,Operations,L1,Dubai,Man,International,Permanent,2018-07-23,,Active,8000,7200,1.111,3,70,23,5,No,
UAE-SYN-0385,Operations,Operations,L1,Dubai,Man,International,Permanent,2026-06-07,,Active,6900,7200,0.958,4,78,14,7,No,
UAE-SYN-0386,Operations,Operations,L3,Abu Dhabi,Man,International,Permanent,2019-10-10,,Active,17400,16900,1.03,4,80,19,7,No,
UAE-SYN-0387,Operations,Operations,L1,Sharjah,Woman,International,Fixed-term,2025-07-20,,Active,7900,7200,1.097,3,91,9,3,No,
UAE-SYN-0388,Finance,Finance,L2,Dubai,Woman,International,Permanent,2017-01-15,,Active,13800,14300,0.965,3,62,28,7,No,
UAE-SYN-0389,Operations,Operations,L3,Abu Dhabi,Woman,International,Permanent,2024-09-21,,Active,16500,16900,0.976,4,74,28,3,No,
UAE-SYN-0390,Sales,Commercial,L3,Dubai,Man,International,Fixed-term,2023-10-27,,Active,18100,19300,0.938,3,67,10,5,Yes,
UAE-SYN-0391,Operations,Operations,L2,Dubai,Man,International,Permanent,2018-12-30,,Active,12000,11200,1.071,5,82,14,7,No,
UAE-SYN-0392,Technology,Technology,L1,Sharjah,Woman,International,Permanent,2025-01-30,,Active,10000,11500,0.87,2,96,20,4,Yes,
UAE-SYN-0393,Technology,Technology,L1,Dubai,Woman,UAE National,Permanent,2017-10-20,,Active,9900,11500,0.861,3,77,33,12,No,
UAE-SYN-0394,Customer Experience,Customer Experience,L3,Dubai,Man,International,Permanent,2022-10-11,,Active,14600,16000,0.912,3,63,29,8,No,
UAE-SYN-0395,Customer Experience,Customer Experience,L3,Sharjah,Woman,International,Permanent,2017-08-12,,Active,16000,16000,1.0,4,85,16,8,No,
UAE-SYN-0396,People & Culture,People & Culture,L1,Dubai,Man,UAE National,Permanent,2024-11-19,,Active,9000,8400,1.071,3,67,24,8,No,
UAE-SYN-0397,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2022-10-10,,Active,7000,7200,0.972,3,63,47,8,No,
UAE-SYN-0398,Sales,Commercial,L3,Dubai,Woman,International,Permanent,2021-10-15,,Active,19400,19300,1.005,4,75,25,7,Yes,
UAE-SYN-0399,Operations,Operations,L2,Sharjah,Man,International,Fixed-term,2019-12-17,2026-02-07,Exited,11100,11200,0.991,3,69,15,3,No,No
UAE-SYN-0400,Sales,Commercial,L2,Dubai,Man,International,Fixed-term,2020-02-25,,Active,13400,12700,1.055,4,63,17,2,No,
UAE-SYN-0401,Operations,Operations,L1,Sharjah,Woman,International,Fixed-term,2023-04-28,,Active,6500,7200,0.903,3,80,51,7,No,
UAE-SYN-0402,Operations,Operations,L2,Abu Dhabi,Woman,International,Permanent,2023-09-11,,Active,9500,11200,0.848,3,63,10,3,Yes,
UAE-SYN-0403,Technology,Technology,L3,Dubai,Woman,International,Permanent,2016-09-13,,Active,25100,27000,0.93,3,50,35,8,No,
UAE-SYN-0404,Operations,Operations,L3,Dubai,Woman,International,Permanent,2019-09-06,,Active,15900,16900,0.941,2,70,8,9,No,
UAE-SYN-0405,Customer Experience,Customer Experience,L2,Dubai,Woman,UAE National,Permanent,2018-12-20,,Active,11300,10500,1.076,3,71,44,4,Yes,
UAE-SYN-0406,Technology,Technology,L1,Dubai,Man,International,Permanent,2017-07-19,,Active,11600,11500,1.009,3,83,28,4,No,
UAE-SYN-0407,Finance,Finance,L2,Dubai,Woman,UAE National,Permanent,2022-04-08,,Active,14000,14300,0.979,4,87,23,3,No,
UAE-SYN-0408,Customer Experience,Customer Experience,L2,Dubai,Woman,UAE National,Permanent,2024-02-28,,Active,9600,10500,0.914,3,61,13,7,No,
UAE-SYN-0409,Operations,Operations,L1,Sharjah,Man,International,Permanent,2019-03-31,,Active,8200,7200,1.139,3,64,18,10,No,
UAE-SYN-0410,Operations,Operations,L2,Dubai,Man,International,Permanent,2016-10-05,,Active,11600,11200,1.036,3,67,27,7,No,
UAE-SYN-0411,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2022-09-12,,Active,11100,12700,0.874,4,86,22,5,No,
UAE-SYN-0412,People & Culture,People & Culture,L2,Abu Dhabi,Man,International,Permanent,2020-02-01,,Active,13000,13000,1.0,3,71,37,2,No,
UAE-SYN-0413,Sales,Commercial,L1,Dubai,Man,International,Permanent,2024-02-26,,Active,8500,8200,1.037,3,74,30,9,No,
UAE-SYN-0414,Customer Experience,Customer Experience,L3,Dubai,Woman,International,Permanent,2021-10-07,,Active,17000,16000,1.062,4,89,24,7,No,
UAE-SYN-0415,Sales,Commercial,L3,Dubai,Man,International,Permanent,2020-02-02,,Active,17300,19300,0.896,4,69,30,11,No,
UAE-SYN-0416,Technology,Technology,L1,Dubai,Woman,International,Fixed-term,2020-07-12,,Active,11100,11500,0.965,4,73,30,3,No,
UAE-SYN-0417,People & Culture,People & Culture,L1,Abu Dhabi,Man,UAE National,Fixed-term,2024-12-08,,Active,7500,8400,0.893,3,74,39,6,No,
UAE-SYN-0418,People & Culture,People & Culture,L1,Abu Dhabi,Woman,International,Permanent,2022-07-24,,Active,7800,8400,0.929,4,77,10,5,No,
UAE-SYN-0419,Sales,Commercial,L1,Sharjah,Woman,International,Permanent,2021-06-05,,Active,7700,8200,0.939,3,78,35,4,Yes,
UAE-SYN-0420,Technology,Technology,L2,Dubai,Woman,International,Permanent,2018-04-16,,Active,17300,17800,0.972,3,80,0,4,No,
UAE-SYN-0421,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2020-06-16,2026-07-22,Exited,10400,10500,0.99,3,76,25,1,No,No
UAE-SYN-0422,Finance,Finance,L1,Sharjah,Woman,International,Permanent,2023-01-05,2024-11-25,Exited,8300,9200,0.902,3,76,10,7,No,No
UAE-SYN-0423,Technology,Technology,L1,Sharjah,Man,International,Permanent,2018-11-14,2025-02-15,Exited,11600,11500,1.009,1,61,27,5,No,No
UAE-SYN-0424,Operations,Operations,L4,Abu Dhabi,Man,International,Permanent,2018-11-20,,Active,27700,25600,1.082,4,68,13,8,No,
UAE-SYN-0425,Technology,Technology,L2,Abu Dhabi,Man,International,Permanent,2025-07-20,,Active,15500,17800,0.871,3,84,23,7,No,
UAE-SYN-0426,Sales,Commercial,L2,Abu Dhabi,Woman,International,Permanent,2023-08-20,,Active,13200,12700,1.039,3,71,41,12,No,
UAE-SYN-0427,Finance,Finance,L2,Sharjah,Woman,International,Permanent,2024-07-09,,Active,14400,14300,1.007,3,75,6,6,No,
UAE-SYN-0428,Customer Experience,Customer Experience,L2,Abu Dhabi,Woman,UAE National,Permanent,2022-09-04,,Active,9500,10500,0.905,4,86,36,8,No,
UAE-SYN-0429,Customer Experience,Customer Experience,L1,Dubai,Woman,International,Permanent,2016-07-25,,Active,6000,6800,0.882,4,58,28,6,No,
UAE-SYN-0430,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2021-10-11,2025-09-10,Exited,9800,10500,0.933,4,74,28,13,Yes,Yes
UAE-SYN-0431,Finance,Finance,L1,Dubai,Woman,UAE National,Permanent,2017-01-27,,Active,9300,9200,1.011,4,68,2,5,No,
UAE-SYN-0432,Customer Experience,Customer Experience,L2,Sharjah,Woman,International,Fixed-term,2017-09-27,2025-08-29,Exited,9800,10500,0.933,3,77,35,5,Yes,Yes
UAE-SYN-0433,Operations,Operations,L1,Dubai,Man,International,Permanent,2016-08-08,,Active,6800,7200,0.944,3,92,28,3,No,
UAE-SYN-0434,Operations,Operations,L1,Dubai,Man,International,Permanent,2022-06-29,,Active,6600,7200,0.917,3,96,16,6,No,
UAE-SYN-0435,Operations,Operations,L2,Dubai,Woman,International,Permanent,2021-09-10,,Active,10500,11200,0.938,3,67,33,4,No,
UAE-SYN-0436,Technology,Technology,L3,Dubai,Man,International,Permanent,2019-09-15,2025-08-14,Exited,29300,27000,1.085,3,74,25,7,No,No
UAE-SYN-0437,Technology,Technology,L1,Dubai,Man,International,Fixed-term,2026-02-15,,Active,10900,11500,0.948,3,57,10,9,No,
UAE-SYN-0438,Sales,Commercial,L1,Dubai,Woman,UAE National,Fixed-term,2021-06-03,,Active,7600,8200,0.927,5,89,34,8,No,
UAE-SYN-0439,People & Culture,People & Culture,L1,Abu Dhabi,Man,UAE National,Permanent,2024-03-08,,Active,7100,8400,0.845,3,84,31,6,No,
UAE-SYN-0440,Finance,Finance,L1,Dubai,Woman,International,Fixed-term,2016-03-08,,Active,8600,9200,0.935,3,70,21,6,No,
UAE-SYN-0441,Sales,Commercial,L1,Dubai,Man,International,Permanent,2023-11-17,,Active,8200,8200,1.0,4,69,39,9,No,
UAE-SYN-0442,Technology,Technology,L4,Dubai,Woman,UAE National,Fixed-term,2018-07-17,,Active,42800,40800,1.049,3,57,15,1,No,
UAE-SYN-0443,Finance,Finance,L2,Abu Dhabi,Woman,International,Permanent,2025-02-10,,Active,13700,14300,0.958,3,83,30,5,No,
UAE-SYN-0444,Operations,Operations,L1,Dubai,Woman,International,Permanent,2020-08-26,,Active,6700,7200,0.931,2,68,29,3,Yes,
UAE-SYN-0445,Operations,Operations,L3,Abu Dhabi,Man,International,Permanent,2025-07-05,,Active,13900,16900,0.822,3,83,41,10,No,
UAE-SYN-0446,Customer Experience,Customer Experience,L4,Dubai,Woman,International,Permanent,2021-07-22,,Active,22000,24100,0.913,4,80,21,7,No,
UAE-SYN-0447,Technology,Technology,L2,Sharjah,Man,International,Permanent,2019-10-19,2026-03-22,Exited,17900,17800,1.006,4,79,34,6,No,Yes
UAE-SYN-0448,Operations,Operations,L1,Sharjah,Man,UAE National,Fixed-term,2017-06-22,2025-07-20,Exited,7300,7200,1.014,4,79,24,9,No,Yes
UAE-SYN-0449,Sales,Commercial,L2,Abu Dhabi,Woman,International,Permanent,2019-12-26,,Active,11200,12700,0.882,4,60,24,6,No,
UAE-SYN-0450,Technology,Technology,L1,Dubai,Woman,International,Fixed-term,2020-02-20,2025-02-02,Exited,10700,11500,0.93,3,60,27,9,Yes,Yes
UAE-SYN-0451,Operations,Operations,L3,Dubai,Woman,International,Permanent,2017-03-16,2026-05-14,Exited,16200,16900,0.959,5,66,24,7,No,Yes
UAE-SYN-0452,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2017-09-04,2026-04-13,Exited,11300,12700,0.89,3,58,25,8,No,No
UAE-SYN-0453,Operations,Operations,L2,Dubai,Man,International,Fixed-term,2016-08-08,,Active,13200,11200,1.179,3,66,16,3,No,
UAE-SYN-0454,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2017-05-21,,Active,10900,10500,1.038,5,66,18,2,No,
UAE-SYN-0455,Operations,Operations,L2,Abu Dhabi,Man,International,Permanent,2024-08-21,,Active,9600,11200,0.857,4,67,43,5,No,
UAE-SYN-0456,Technology,Technology,L3,Abu Dhabi,Woman,International,Permanent,2025-05-23,,Active,24700,27000,0.915,2,70,5,4,No,
UAE-SYN-0457,Finance,Finance,L1,Dubai,Woman,International,Permanent,2021-07-01,2025-08-30,Exited,8600,9200,0.935,2,93,39,3,No,No
UAE-SYN-0458,Customer Experience,Customer Experience,L3,Dubai,Man,UAE National,Permanent,2018-03-21,2026-01-24,Exited,14600,16000,0.912,3,62,0,4,No,No
UAE-SYN-0459,Technology,Technology,L2,Dubai,Man,International,Permanent,2021-05-29,,Active,16900,17800,0.949,4,87,23,7,No,
UAE-SYN-0460,Operations,Operations,L1,Abu Dhabi,Man,International,Fixed-term,2020-06-01,,Active,7100,7200,0.986,3,64,30,6,No,
UAE-SYN-0461,Technology,Technology,L3,Dubai,Man,International,Fixed-term,2023-04-27,2025-11-07,Exited,25500,27000,0.944,3,76,11,7,No,No
UAE-SYN-0462,Sales,Commercial,L1,Abu Dhabi,Woman,International,Permanent,2016-03-12,,Active,8100,8200,0.988,3,77,27,6,No,
UAE-SYN-0463,Customer Experience,Customer Experience,L1,Dubai,Woman,International,Permanent,2024-08-13,2025-12-24,Exited,6500,6800,0.956,2,74,28,2,No,No
UAE-SYN-0464,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2024-09-26,,Active,6400,7200,0.889,3,81,15,7,No,
UAE-SYN-0465,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2018-03-04,2024-10-03,Exited,9900,10500,0.943,2,70,29,3,No,No
UAE-SYN-0466,Operations,Operations,L2,Dubai,Woman,International,Permanent,2022-12-20,,Active,10000,11200,0.893,3,70,22,9,No,
UAE-SYN-0467,Operations,Operations,L4,Dubai,Woman,UAE National,Permanent,2026-05-27,,Active,24900,25600,0.973,3,70,15,6,Yes,
UAE-SYN-0468,Operations,Operations,L2,Dubai,Woman,International,Permanent,2019-04-15,,Active,11300,11200,1.009,3,43,18,10,Yes,
UAE-SYN-0469,Technology,Technology,L2,Dubai,Woman,International,Permanent,2020-10-23,,Active,15500,17800,0.871,3,52,6,5,No,
UAE-SYN-0470,Technology,Technology,L1,Dubai,Woman,International,Permanent,2017-03-24,,Active,11900,11500,1.035,3,51,1,3,No,
UAE-SYN-0471,People & Culture,People & Culture,L1,Dubai,Man,International,Permanent,2023-07-18,,Active,9000,8400,1.071,4,69,29,9,No,
UAE-SYN-0472,Technology,Technology,L1,Dubai,Woman,International,Fixed-term,2022-08-13,,Active,10200,11500,0.887,4,93,25,0,No,
UAE-SYN-0473,Sales,Commercial,L1,Dubai,Woman,International,Fixed-term,2021-10-28,,Active,8400,8200,1.024,4,58,27,8,No,
UAE-SYN-0474,Operations,Operations,L3,Abu Dhabi,Woman,International,Permanent,2016-11-26,,Active,18100,16900,1.071,4,61,19,9,No,
UAE-SYN-0475,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2024-12-04,,Active,10600,12700,0.835,3,67,32,8,No,
UAE-SYN-0476,Operations,Operations,L2,Dubai,Woman,International,Permanent,2026-01-15,,Active,10200,11200,0.911,4,87,21,6,No,
UAE-SYN-0477,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2017-09-07,,Active,8000,8200,0.976,4,85,25,9,No,
UAE-SYN-0478,Technology,Technology,L2,Dubai,Man,International,Permanent,2016-08-22,,Active,20400,17800,1.146,5,87,27,0,Yes,
UAE-SYN-0479,Customer Experience,Customer Experience,L3,Abu Dhabi,Man,International,Permanent,2018-07-28,,Active,14600,16000,0.912,5,75,25,1,No,
UAE-SYN-0480,People & Culture,People & Culture,L1,Dubai,Man,International,Permanent,2024-05-26,,Active,8300,8400,0.988,3,91,27,9,No,
UAE-SYN-0481,Sales,Commercial,L1,Dubai,Man,International,Permanent,2021-03-04,,Active,8000,8200,0.976,4,81,29,9,No,
UAE-SYN-0482,Finance,Finance,L1,Dubai,Man,International,Permanent,2019-08-01,,Active,8900,9200,0.967,5,63,29,7,No,
UAE-SYN-0483,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2024-02-10,,Active,9100,10500,0.867,5,73,39,0,No,
UAE-SYN-0484,Operations,Operations,L4,Abu Dhabi,Woman,UAE National,Permanent,2024-01-12,2025-07-20,Exited,24300,25600,0.949,3,69,14,12,No,No
UAE-SYN-0485,Sales,Commercial,L1,Dubai,Man,International,Fixed-term,2018-02-19,,Active,8300,8200,1.012,3,65,11,2,No,
UAE-SYN-0486,Technology,Technology,L2,Dubai,Woman,International,Permanent,2016-02-06,,Active,17100,17800,0.961,3,63,17,6,No,
UAE-SYN-0487,Sales,Commercial,L2,Abu Dhabi,Woman,International,Permanent,2024-10-03,,Active,12700,12700,1.0,3,62,8,7,No,
UAE-SYN-0488,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2018-01-28,,Active,7000,7200,0.972,4,76,35,10,No,
UAE-SYN-0489,Operations,Operations,L2,Abu Dhabi,Woman,International,Permanent,2019-04-07,2025-04-08,Exited,11600,11200,1.036,3,89,16,8,No,No
UAE-SYN-0490,Operations,Operations,L2,Abu Dhabi,Woman,UAE National,Permanent,2022-05-08,,Active,10500,11200,0.938,4,70,18,13,No,
UAE-SYN-0491,Sales,Commercial,L2,Dubai,Man,International,Permanent,2016-12-18,,Active,12400,12700,0.976,2,54,10,7,No,
UAE-SYN-0492,Technology,Technology,L2,Dubai,Man,UAE National,Permanent,2017-10-11,,Active,17400,17800,0.978,1,73,25,6,No,
UAE-SYN-0493,Customer Experience,Customer Experience,L3,Dubai,Man,International,Permanent,2019-08-26,,Active,18200,16000,1.137,2,56,23,7,No,
UAE-SYN-0494,Technology,Technology,L1,Sharjah,Woman,International,Permanent,2018-05-13,2026-01-11,Exited,11700,11500,1.017,5,72,45,3,No,Yes
UAE-SYN-0495,Finance,Finance,L1,Dubai,Man,International,Permanent,2024-04-14,2025-05-27,Exited,9000,9200,0.978,3,69,10,4,No,No
UAE-SYN-0496,Sales,Commercial,L3,Sharjah,Woman,International,Permanent,2021-11-30,2026-07-02,Exited,17000,19300,0.881,3,65,12,9,Yes,Yes
UAE-SYN-0497,People & Culture,People & Culture,L1,Abu Dhabi,Woman,UAE National,Permanent,2019-10-08,,Active,7500,8400,0.893,2,75,32,3,No,
UAE-SYN-0498,Finance,Finance,L3,Dubai,Woman,International,Permanent,2017-06-10,,Active,22500,21600,1.042,2,64,29,6,No,
UAE-SYN-0499,Operations,Operations,L1,Dubai,Woman,International,Permanent,2016-09-29,,Active,8000,7200,1.111,3,77,10,5,No,
UAE-SYN-0500,Customer Experience,Customer Experience,L4,Dubai,Man,International,Permanent,2026-02-03,,Active,20400,24100,0.846,2,54,1,11,No,
UAE-SYN-0501,Technology,Technology,L1,Dubai,Man,International,Permanent,2017-10-19,,Active,10600,11500,0.922,4,94,27,5,No,
UAE-SYN-0502,Operations,Operations,L3,Dubai,Man,International,Permanent,2022-06-18,,Active,17400,16900,1.03,3,83,31,4,Yes,
UAE-SYN-0503,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2019-01-19,,Active,8100,8200,0.988,4,79,37,5,No,
UAE-SYN-0504,Customer Experience,Customer Experience,L3,Abu Dhabi,Man,International,Permanent,2016-07-01,,Active,17000,16000,1.062,3,61,48,7,No,
UAE-SYN-0505,Customer Experience,Customer Experience,L2,Abu Dhabi,Man,International,Permanent,2022-07-08,,Active,11300,10500,1.076,3,80,34,12,No,
UAE-SYN-0506,Technology,Technology,L2,Dubai,Man,UAE National,Permanent,2020-03-16,2024-11-09,Exited,17500,17800,0.983,5,88,38,5,Yes,Yes
UAE-SYN-0507,Sales,Commercial,L1,Abu Dhabi,Woman,UAE National,Permanent,2019-08-04,,Active,7800,8200,0.951,3,61,21,6,No,
UAE-SYN-0508,Finance,Finance,L1,Dubai,Man,International,Permanent,2024-03-07,,Active,9000,9200,0.978,3,88,25,7,No,
UAE-SYN-0509,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2017-01-23,,Active,11900,10500,1.133,3,74,11,6,No,
UAE-SYN-0510,Operations,Operations,L2,Dubai,Woman,International,Permanent,2016-12-18,,Active,11300,11200,1.009,4,87,32,0,No,
UAE-SYN-0511,Technology,Technology,L1,Abu Dhabi,Woman,International,Permanent,2017-08-19,,Active,12300,11500,1.07,4,82,50,5,No,
UAE-SYN-0512,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2016-12-28,,Active,11300,10500,1.076,2,70,24,0,No,
UAE-SYN-0513,Operations,Operations,L2,Dubai,Man,International,Permanent,2024-04-06,,Active,11000,11200,0.982,3,72,19,5,No,
UAE-SYN-0514,Sales,Commercial,L1,Dubai,Man,UAE National,Permanent,2020-05-30,,Active,8300,8200,1.012,4,90,23,6,No,
UAE-SYN-0515,Customer Experience,Customer Experience,L2,Sharjah,Man,UAE National,Permanent,2026-03-03,,Active,8500,10500,0.81,4,62,43,6,Yes,
UAE-SYN-0516,Finance,Finance,L1,Abu Dhabi,Man,International,Permanent,2018-11-08,,Active,8700,9200,0.946,4,77,52,7,No,
UAE-SYN-0517,Finance,Finance,L1,Sharjah,Woman,International,Permanent,2024-10-02,,Active,9000,9200,0.978,4,66,14,9,No,
UAE-SYN-0518,Operations,Operations,L1,Dubai,Woman,International,Permanent,2017-11-18,,Active,7600,7200,1.056,4,67,33,3,No,
UAE-SYN-0519,Customer Experience,Customer Experience,L1,Abu Dhabi,Woman,International,Permanent,2016-02-20,,Active,7100,6800,1.044,3,60,29,6,No,
UAE-SYN-0520,People & Culture,People & Culture,L3,Dubai,Woman,International,Permanent,2020-05-16,,Active,16400,19700,0.832,3,63,19,5,Yes,
UAE-SYN-0521,Technology,Technology,L4,Abu Dhabi,Woman,UAE National,Permanent,2026-01-16,,Active,35800,40800,0.877,3,70,21,9,No,
UAE-SYN-0522,Operations,Operations,L3,Abu Dhabi,Man,International,Fixed-term,2017-05-13,2026-07-14,Exited,17400,16900,1.03,4,73,18,8,No,Yes
UAE-SYN-0523,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2022-06-28,,Active,8000,8200,0.976,5,84,15,8,No,
UAE-SYN-0524,People & Culture,People & Culture,L2,Sharjah,Woman,International,Permanent,2016-03-17,,Active,14000,13000,1.077,4,81,33,8,No,
UAE-SYN-0525,Operations,Operations,L3,Dubai,Woman,International,Permanent,2017-03-27,,Active,16100,16900,0.953,2,67,22,7,Yes,
UAE-SYN-0526,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2022-01-17,,Active,11100,10500,1.057,4,75,46,7,No,
UAE-SYN-0527,Customer Experience,Customer Experience,L2,Dubai,Man,UAE National,Permanent,2018-02-26,,Active,10500,10500,1.0,4,81,42,11,No,
UAE-SYN-0528,Customer Experience,Customer Experience,L2,Dubai,Woman,UAE National,Permanent,2021-10-19,,Active,9200,10500,0.876,3,71,45,12,No,
UAE-SYN-0529,Operations,Operations,L1,Dubai,Woman,International,Fixed-term,2019-01-27,,Active,6700,7200,0.931,2,83,30,7,No,
UAE-SYN-0530,Customer Experience,Customer Experience,L1,Dubai,Man,International,Permanent,2017-11-29,,Active,7000,6800,1.029,2,56,39,7,No,
UAE-SYN-0531,Finance,Finance,L2,Dubai,Man,International,Permanent,2021-06-04,,Active,14900,14300,1.042,3,66,24,6,No,
UAE-SYN-0532,Operations,Operations,L2,Dubai,Woman,UAE National,Permanent,2022-10-07,,Active,12800,11200,1.143,3,61,16,6,No,
UAE-SYN-0533,Customer Experience,Customer Experience,L2,Abu Dhabi,Woman,International,Permanent,2016-03-18,,Active,10900,10500,1.038,3,79,20,6,No,
UAE-SYN-0534,Operations,Operations,L1,Dubai,Man,International,Permanent,2023-09-20,2026-04-05,Exited,7100,7200,0.986,4,59,34,9,No,Yes
UAE-SYN-0535,Technology,Technology,L2,Abu Dhabi,Man,International,Permanent,2017-04-14,,Active,17500,17800,0.983,3,82,29,3,No,
UAE-SYN-0536,Finance,Finance,L3,Dubai,Woman,International,Permanent,2021-08-25,,Active,24500,21600,1.134,3,65,34,12,Yes,
UAE-SYN-0537,Operations,Operations,L3,Dubai,Woman,International,Permanent,2019-03-21,,Active,15700,16900,0.929,3,62,30,9,No,
UAE-SYN-0538,Operations,Operations,L1,Dubai,Man,International,Permanent,2020-09-24,,Active,6900,7200,0.958,3,75,18,8,Yes,
UAE-SYN-0539,Customer Experience,Customer Experience,L2,Dubai,Man,UAE National,Permanent,2018-12-29,,Active,10900,10500,1.038,3,61,28,8,No,
UAE-SYN-0540,Operations,Operations,L1,Sharjah,Man,International,Permanent,2026-01-26,,Active,7000,7200,0.972,3,71,39,4,No,
UAE-SYN-0541,Finance,Finance,L2,Dubai,Man,UAE National,Fixed-term,2022-01-08,,Active,13400,14300,0.937,3,62,19,7,No,
UAE-SYN-0542,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2023-07-23,,Active,6900,8200,0.841,3,78,28,8,No,
UAE-SYN-0543,Operations,Operations,L1,Sharjah,Man,International,Permanent,2017-06-25,,Active,7900,7200,1.097,3,78,50,2,No,
UAE-SYN-0544,Finance,Finance,L1,Abu Dhabi,Man,International,Permanent,2024-11-24,,Active,9000,9200,0.978,3,81,26,8,No,
UAE-SYN-0545,Sales,Commercial,L1,Abu Dhabi,Woman,International,Permanent,2017-05-01,2024-10-27,Exited,7900,8200,0.963,3,71,36,9,No,No
UAE-SYN-0546,Sales,Commercial,L2,Dubai,Woman,International,Fixed-term,2025-07-29,,Active,13400,12700,1.055,5,96,34,7,No,
UAE-SYN-0547,Operations,Operations,L1,Abu Dhabi,Man,International,Fixed-term,2018-05-17,,Active,6700,7200,0.931,4,80,26,11,No,
UAE-SYN-0548,Finance,Finance,L2,Dubai,Woman,International,Permanent,2020-10-26,,Active,13900,14300,0.972,3,65,32,2,No,
UAE-SYN-0549,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2024-09-21,,Active,7600,8200,0.927,2,64,35,6,No,
UAE-SYN-0550,Sales,Commercial,L3,Sharjah,Woman,International,Permanent,2017-06-09,2026-03-19,Exited,19400,19300,1.005,2,81,13,7,No,No
UAE-SYN-0551,Sales,Commercial,L2,Abu Dhabi,Man,International,Permanent,2017-04-08,2026-04-29,Exited,13600,12700,1.071,2,62,16,3,No,No
UAE-SYN-0552,Finance,Finance,L1,Sharjah,Woman,International,Permanent,2021-05-20,2025-07-09,Exited,8600,9200,0.935,3,76,20,7,No,No
UAE-SYN-0553,Customer Experience,Customer Experience,L2,Dubai,Man,UAE National,Permanent,2016-01-12,,Active,11900,10500,1.133,4,85,42,6,No,
